Category,Sub-Category,Product Name,Average_Price_Per_Unit,Average_Discount,Average_Profit_Per_Sale
Furniture,Bookcases,"Hon Metal Bookcases, Gray",70.98,0.0,114.9876
Furniture,Bookcases,"Hon Metal Bookcases, Putty",68.1408,0.04,72.54156
Furniture,Bookcases,Metal Bookcase,134.73902957974494,0.09288949275362318,144.5459963768116
Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,153.833,0.15,80.92391428571429
Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,39.67366666666667,0.18333333333333335,-22.184866666666665
Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,48.2562,0.16999999999999998,29.41884
Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,69.99557142857142,0.4214285714285714,-139.29982857142858
Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,67.6005,0.175,-3.072749999999999
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,116.858,0.15,-39.181799999999996
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,76.482,0.1,13.596799999999998
Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",104.78399999999999,0.2,-13.62192
Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,107.6722,0.11000000000000001,-7.8637
Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,160.784,0.2,-42.70824999999999
Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,167.9448,0.24,-125.95859999999999
Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,136.18745,0.2475,-71.4871
Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,134.25464,0.332,-153.54872
Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",674.83068,0.23399999999999999,-133.90896000000004
Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",164.56825,0.0375,102.588
Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,135.2232,0.16,-35.4156
Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",53.5899,0.245,-1.6561999999999995
Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",56.784,0.19999999999999998,35.49
Furniture,Bookcases,Sauder Barrister Bookcases,48.04813333333334,0.4066666666666667,-98.25573333333334
Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",108.882,0.09999999999999999,8.065333333333333
Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",98.22577142857143,0.1457142857142857,-11.169485714285713
Furniture,Bookcases,Sauder Camden County Collection Library,87.9597,0.235,-51.741
Furniture,Bookcases,Sauder Cornerstone Collection Library,23.751333333333335,0.2333333333333333,-27.05586666666667
Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",145.333,0.15,-2.13725
Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",115.36899999999999,0.2833333333333334,-139.516
Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",123.3575,0.125,-17.6225
Furniture,Bookcases,Sauder Inglewood Library Bookcases,148.75259999999997,0.13,62.236720000000005
Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",96.4886,0.26333333333333336,-41.9136
Furniture,Bookcases,Wooden Bookcase,134.73576534013995,0.08816143497757847,145.28429596412556
Furniture,Chairs,Bevis Steel Folding Chairs,75.16083333333334,0.21666666666666667,19.509833333333333
Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,122.15654545454545,0.19090909090909092,44.195963636363636
Furniture,Chairs,Ergonomic Chair,132.47947566262647,0.09003101462117855,145.29875055383252
Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",127.49422222222223,0.15555555555555556,63.7471111111111
Furniture,Chairs,"Global Armless Task Chair, Royal Blue",50.308499999999995,0.175,-2.5916500000000005
Furniture,Chairs,Global Chrome Stack Chair,25.138666666666666,0.26666666666666666,2.513866666666667
Furniture,Chairs,Global Comet Stacking Arm Chair,354.9084,0.16,139.42829999999998
Furniture,Chairs,Global Comet Stacking Armless Chair,249.20833333333334,0.16666666666666666,85.72766666666666
Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,237.48333333333332,0.16666666666666666,102.90944444444445
Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,187.2282857142857,0.2714285714285714,5.873828571428571
Furniture,Chairs,Global Deluxe High-Back Manager's Chair,232.35875,0.1875,194.823875
Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,108.79199999999999,0.20000000000000004,-49.863
Furniture,Chairs,Global Deluxe Office Fabric Chairs,84.78233333333334,0.11666666666666668,38.232033333333334
Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.05571428571428,0.21428571428571427,10.997114285714286
Furniture,Chairs,Global Deluxe Steno Chair,60.81420000000001,0.21000000000000002,-21.63138
Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,203.235,0.25,-115.1665
Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,0.2,25.898
Furniture,Chairs,Global Ergonomic Managers Chair,156.30090909090907,0.13636363636363635,71.40483636363636
Furniture,Chairs,Global Executive Mid-Back Manager's Chair,257.0323333333333,0.11666666666666665,125.1214
Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",87.516,0.13333333333333336,55.539
Furniture,Chairs,"Global Geo Office Task Chair, Gray",67.09771428571429,0.17142857142857143,-23.71557142857143
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",100.149,0.18571428571428572,-33.91009999999999
Furniture,Chairs,Global Highback Leather Tilter in Burgundy,77.84700000000001,0.14444444444444446,5.459399999999999
Furniture,Chairs,Global Italian Leather Office Chair,111.333,0.15,102.1644
Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",123.7298,0.18,-22.93528
Furniture,Chairs,Global Leather Executive Chair,285.80614285714285,0.18571428571428572,100.28285714285713
Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",155.30272727272725,0.22727272727272727,24.300309090909092
Furniture,Chairs,"Global Leather Task Chair, Black",77.616375,0.1375,7.9866125
Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",248.3085,0.175,106.8479
Furniture,Chairs,Global Low Back Tilter Chair,82.04625,0.1875,-30.7989
Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",133.36566666666667,0.11666666666666665,82.2841
Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,0.2,31.527488888888893
Furniture,Chairs,"Global Stack Chair with Arms, Black",25.697142857142858,0.14285714285714285,17.859514285714287
Furniture,Chairs,"Global Stack Chair without Arms, Black",21.526285714285713,0.17142857142857143,6.309428571428571
Furniture,Chairs,Global Super Steno Chair,82.26857142857143,0.14285714285714285,-5.075305255429287e-16
Furniture,Chairs,"Global Task Chair, Black",38.6764,0.24,-16.08124
Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,400.784,0.2,105.76244444444445
Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",51.1476,0.16,19.789250000000003
Furniture,Chairs,"Global Value Steno Chair, Gray",51.0216,0.16,24.5997
Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",70.18457142857143,0.2285714285714286,-35.9371
Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,288.11400000000003,0.225,96.6576
Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,560.784,0.2,0.0
Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,61.39275,0.1375,31.853050000000003
Furniture,Chairs,Harbour Creations Steel Folding Chair,72.234375,0.1625,42.046875
Furniture,Chairs,High-Back Leather Manager's Chair,108.32499999999999,0.16666666666666666,-21.95386666666667
Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,220.101,0.21666666666666667,-164.8416
Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,237.03062500000001,0.1875,173.57934999999998
Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,275.1257142857143,0.14285714285714285,150.40205714285713
Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,308.516,0.13333333333333333,138.83220000000003
Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,96.883,0.15,-6.078933333333334
Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,176.88549999999998,0.275,-12.199
Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",209.41616666666667,0.14166666666666666,160.62016666666668
Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",182.985,0.25,36.597
Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,96.78399999999999,0.19999999999999998,4.032666666666667
Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,157.9032,0.16,28.196999999999996
Furniture,Chairs,Hon GuestStacker Chair,201.48444444444442,0.1111111111111111,137.00942222222224
Furniture,Chairs,Hon Mobius Operator's Chair,118.07039999999999,0.04,99.86788
Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,187.72,0.13333333333333333,135.73600000000002
Furniture,Chairs,Hon Olson Stacker Chairs,244.9215,0.07500000000000001,323.0316
Furniture,Chairs,Hon Olson Stacker Stools,118.28040000000001,0.16,83.35952
Furniture,Chairs,Hon Pagoda Stacking Chairs,288.882,0.1,385.176
Furniture,Chairs,Hon Valutask Swivel Chairs,93.4065,0.07500000000000001,34.8381
Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",51.427666666666674,0.11666666666666668,42.306533333333334
Furniture,Chairs,"Leather Task Chair, Black",72.784,0.19999999999999998,9.098
Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",186.9257142857143,0.14285714285714285,138.9481142857143
Furniture,Chairs,Mesh Chair,133.24488125990862,0.08546296296296296,144.02650462962964
Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",29.867199999999997,0.12,23.14708
Furniture,Chairs,Novimex Fabric Task Chair,49.461555555555556,0.1888888888888889,-14.567444444444444
Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,60.333,0.15000000000000002,-33.3606
Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.78399999999999,0.2,-55.673875
Furniture,Chairs,Novimex Turbo Task Chair,61.516,0.13333333333333333,-5.4418
Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,118.826,0.15714285714285717,60.822799999999994
Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,90.63366666666667,0.18333333333333335,25.895333333333337
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",98.235,0.25,-79.24289999999999
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",106.23933333333333,0.18888888888888888,-54.575
Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,162.882,0.1,115.8272
Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,67.09771428571429,0.17142857142857143,-6.015657142857143
Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,112.26857142857143,0.14285714285714285,-18.711428571428574
Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,135.2232,0.16,68.57748000000001
Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,315.882,0.1,163.2057
Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,77.333,0.15000000000000002,23.6548
Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,95.8455,0.05000000000000001,68.9415
Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,87.19857142857143,0.21428571428571427,-32.65982857142858
Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",62.7595,0.225,10.122499999999999
Furniture,Chairs,SAFCO Arco Folding Chair,220.96,0.2,90.72107692307692
Furniture,Chairs,SAFCO Folding Chair Trolley,106.86666666666667,0.16666666666666666,50.44106666666667
Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,21.312,0.2,2.9836800000000006
Furniture,Chairs,"Safco Chair Connectors, 6/Carton",32.708,0.15,42.7128
Furniture,Chairs,Safco Contoured Stacking Chairs,208.6,0.125,108.77
Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",58.2036,0.18000000000000002,15.615599999999999
Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,14.4855,0.27499999999999997,11.3886
Furniture,Furnishings,24-Hour Round Wall Clock,18.648,0.06666666666666667,30.0033
Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.084666666666667,0.2333333333333333,-6.748566666666666
Furniture,Furnishings,3M Hangers With Command Adhesive,3.145,0.15,4.500125
Furniture,Furnishings,3M Polarizing Light Filter Sleeves,14.92,0.2,18.8365
Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,0.0,142.4592
Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",6.4719999999999995,0.2,6.552899999999999
Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,13.1005,0.05,22.891399999999997
Furniture,Furnishings,Acrylic Self-Standing Desk Frames,2.46975,0.07500000000000001,4.091775
Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",29.6928,0.04,62.35488
Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,4.3759999999999994,0.2,5.032400000000001
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,11.386666666666665,0.06666666666666667,18.015333333333334
Furniture,Furnishings,Aluminum Document Frame,11.2424,0.08,11.2424
Furniture,Furnishings,Artistic Insta-Plaque,15.68,0.0,20.384
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,4.13875,0.125,5.9657125
Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",46.529,0.15,5.884550000000001
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4.798857142857143,0.028571428571428574,8.016914285714286
Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",18.928,0.06666666666666667,22.983999999999998
Furniture,Furnishings,Coloredge Poster Frame,14.200000000000001,0.0,19.383
Furniture,Furnishings,"Computer Room Manger, 14""",27.84,0.14285714285714285,25.6128
Furniture,Furnishings,Contemporary Borderless Frame,6.027,0.3,1.8081
Furniture,Furnishings,Contemporary Wood/Metal Frame,10.504,0.35,1.2119999999999997
Furniture,Furnishings,"Contract Clock, 14"", Brown",15.8256,0.27999999999999997,5.890639999999999
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,20.522000000000002,0.225,7.679200000000001
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.854857142857143,0.17142857142857143,6.974571428571429
Furniture,Furnishings,DAX Clear Channel Poster Frame,11.664000000000001,0.19999999999999998,9.234
Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",19.4304,0.04,19.4304
Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",10.064,0.2,7.95056
Furniture,Furnishings,DAX Cubicle Frames - 8x10,5.0775999999999994,0.12,4.1544
Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",8.57,0.0,13.1121
Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",12.0768,0.04,11.02008
Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",15.382399999999999,0.24,5.22192
Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,21.184,0.2,24.78528
Furniture,Furnishings,DAX Solid Wood Frames,9.118666666666668,0.06666666666666667,11.105233333333333
Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",8.532,0.09999999999999999,9.243
Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,17.54133333333333,0.13333333333333333,14.134266666666669
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",4.671799999999999,0.06,5.24832
Furniture,Furnishings,DAX Wood Document Frame,12.204444444444444,0.1111111111111111,14.035111111111112
Furniture,Furnishings,DAX Wood Document Frame.,8.9245,0.35,1.9222000000000001
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",38.235,0.25,20.392
Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,38.23866666666667,0.06666666666666667,48.07146666666667
Furniture,Furnishings,Dana Swing-Arm Lamps,7.018285714285715,0.34285714285714286,-1.602
Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",23.812800000000003,0.12000000000000002,19.916159999999998
Furniture,Furnishings,Dax Clear Box Frame,6.984000000000001,0.19999999999999998,2.5608
Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,7.1866666666666665,0.06666666666666667,12.345666666666666
Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,88.4856,0.16,48.87776
Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",39.806666666666665,0.06666666666666667,12.013083333333332
Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",48.20666666666667,0.06666666666666667,41.32
Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",33.97422222222222,0.17777777777777778,-13.911066666666665
Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,60.40342857142857,0.028571428571428574,45.480228571428576
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",67.63533333333334,0.26666666666666666,-57.1826
Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",24.803,0.15,34.5783
Furniture,Furnishings,Document Clip Frames,7.506,0.1,8.0064
Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",53.186,0.3,-66.86240000000001
Furniture,Furnishings,Eldon 100 Class Desk Accessories,2.359,0.3,-1.2132
Furniture,Furnishings,Eldon 200 Class Desk Accessories,6.1005714285714285,0.028571428571428574,5.598171428571429
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",6.28,0.0,14.3184
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",5.5264,0.12000000000000002,8.9176
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,0.0,14.5068
Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,0.0,6.534000000000001
Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",7.291666666666667,0.16666666666666666,7.933333333333334
Furniture,Furnishings,Eldon 500 Class Desk Accessories,11.265333333333333,0.06666666666666667,10.07845
Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,0.0,11.2606
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,43.35999999999999,0.19999999999999998,-16.26
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,100.02550000000001,0.05,11.5819
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,38.85,0.3,-10.545000000000002
Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,66.7968,0.15999999999999998,-22.265600000000006
Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,76.4232,0.16,-51.31272
Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",31.608333333333334,0.16666666666666666,2.9079666666666664
Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,41.47,0.0,19.9056
Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,16.356,0.6,-39.2544
Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",19.0988,0.24,10.001740000000002
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",7.72,0.2,1.6887500000000002
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",13.327999999999998,0.3,-1.2693333333333339
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,6.24,0.0,11.7
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",7.504,0.2,4.1272
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",9.221333333333334,0.13333333333333333,7.2352
Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",6.1499999999999995,0.16666666666666666,0.8425500000000001
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6.9799999999999995,0.0,9.31132
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,0.0,8.383199999999999
Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.9744,0.04,3.4113599999999997
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",3.6574999999999998,0.125,3.5321
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",10.373999999999999,0.16,11.164399999999999
Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",3.564,0.26666666666666666,2.1222
Furniture,Furnishings,Eldon Pizzaz Desk Accessories,2.007,0.1,3.4341999999999997
Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,37.31466666666667,0.06666666666666667,22.65533333333333
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",4.517333333333333,0.06666666666666667,4.372133333333333
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.6008,0.08,1.7817599999999998
Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",9.14,0.0,10.56584
Furniture,Furnishings,Eldon Wave Desk Accessories,3.7125714285714286,0.15714285714285717,7.0714
Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,12.864,0.04,15.6512
Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",84.0048,0.12,125.43444000000002
Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,44.406000000000006,0.1,36.5116
Furniture,Furnishings,Electrix Halogen Magnifier Lamp,148.96333333333334,0.2333333333333333,52.461000000000006
Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",21.99,0.4,-8.24625
Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",11.76,0.0,17.592959999999998
Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",12.958,0.26666666666666666,3.8874
Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",23.688,0.06666666666666667,24.111
Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",14.90325,0.225,11.05725
Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,0.0,10.658999999999999
Furniture,Furnishings,"Executive Impressions 14""",22.23,0.0,41.5701
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",20.959714285714284,0.05714285714285715,13.369757142857143
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",13.338,0.4,-0.8891999999999989
Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",19.690666666666665,0.13333333333333333,15.752533333333334
Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",18.704,0.3,-0.5343999999999998
Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",9.36,0.1,9.256
Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,39.995,0.05,66.518
Furniture,Furnishings,Flat Face Poster Frame,13.188,0.3,10.0794
Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",16.813333333333333,0.13333333333333333,32.85066666666666
Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,5.863200000000001,0.16,4.57888
Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.0906666666666665,0.2333333333333333,4.293866666666666
Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",13.981333333333334,0.06666666666666667,14.0812
Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",91.78775,0.07500000000000001,157.527625
Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.244857142857143,0.22857142857142856,2.0785714285714287
Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",12.564,0.39999999999999997,1.0470000000000006
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,31.947999999999997,0.06666666666666667,22.820000000000004
